UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
KF746381.1	KF746381	1	Helianthus maximiliani	151047	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	Helianthus maximiliani
KF753631.1	KF753631	1	Acer buergerianum subsp. ningpoense	156911	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Sapindaceae; Hippocastanoideae; Acereae; Acer	Acer buergerianum
KF753636.1	KF753636	1	Paeonia sp. Sd0052	152770	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Saxifragales; Paeoniaceae; Paeonia; unclassified Paeonia	Paeonia sp.
KF753637.1	KF753637	1	Rosa odorata var. gigantea	156634	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Rosoideae incertae sedis; Rosa	Rosa odorata
KF769142.1	KF769142	1	Fritillaria unibracteata var. wabuensis	151009	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Liliales; Liliaceae; Fritillaria	Fritillaria unibracteata
KF771022.1	KF771022	1	Erodium foetidum subsp. foetidum	115794	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Geraniales; Geraniaceae; Erodium	Erodium foetidum
KF856619.1	KF856619	1	Cercis canadensis	158995	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Cercidinae; Cercis	Cercis canadensis
KJ000047.1	KJ000047	1	Echinochloa crus-galli var. crus-galli	139800	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Boivinellinae; Echinochloa	Echinochloa crus-galli
KJ001642.1	KJ001642	1	Setaria italica	138833	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Cenchrinae; Setaria	Setaria italica
KJ123753.1	KJ123753	1	Rhazya stricta	154736	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Amsonieae; Rhazya	Rhazya stricta
KJ174105.1	KJ174105	1	Triticum urartu	135900	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Triticum	Triticum urartu
KJ468094.1	KJ468094	1	Arachis hypogaea	156395	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; dalbergioids sensu lato; Dalbergieae; Pterocarpus clade; Arachis	Arachis hypogaea
KJ468104.1	KJ468104	1	Vigna unguiculata	151866	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Phaseoleae; Vigna	Vigna unguiculata
KJ614398.1	KJ614398	1	Triticum turgidum	135836	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Triticum	Triticum turgidum
KJ614404.1	KJ614404	1	Aegilops speltoides var. ligustica	135660	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Aegilops	Aegilops speltoides
KJ614412.1	KJ614412	1	Aegilops tauschii	135568	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Aegilops	Aegilops tauschii
KJ614413.1	KJ614413	1	Aegilops searsii	136870	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Aegilops	Aegilops searsii
KJ614417.1	KJ614417	1	Aegilops sharonensis	136875	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Aegilops	Aegilops sharonensis
KJ619462.1	KJ619462	1	Capsicum annuum var. glabriusculum	156612	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum	Capsicum annuum
KJ825856.1	KJ825856	1	Phragmites australis	137614	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Arundinoideae; Molinieae; Phragmites	Phragmites australis
KJ862886.1	KJ862886	1	Dendrobium officinale	152018	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Dendrobiinae; Dendrobium	Dendrobium officinale
KJ870992.1	KJ870992	1	Eremitis sp. Clark & Zhang 1343	144520	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambusodae; Olyreae; Parianinae; Eremitis; unclassified Eremitis	Eremitis sp.
KJ871005.1	KJ871005	1	Thamnocalamus spathiflorus	139498	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Arundinarodae; Arundinarieae; Arundinariinae; Thamnocalamus	Thamnocalamus spathiflorus
KJ872515.1	KJ872515	1	Brassica napus	153533	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica	Brassica napus
KJ920226.1	KJ920226	1	Chaetobromus involucratus subsp. dregeanus	132725	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Danthonioideae; Danthonieae; Chaetobromus	Chaetobromus involucratus
KJ920234.1	KJ920234	1	Micraira sp. JLC-2014	135318	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Micrairoideae; Micraireae; Micraira; unclassified Micraira	Micraira sp.
KM035764.1	KM035764	1	Cynara cardunculus var. scolymus	152529	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Carduoideae; Cardueae; Carduinae; Cynara	Cynara cardunculus
KM057376.1	KM057376	1	Berberis amurensis var. quelpaertensis	166630	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Berberidaceae; Berberidoideae; Berberis	Berberis amurensis
KM103366.1	KM103366	1	Hibiscus syriacus	161022	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Hibiscus	Hibiscus syriacus
KM207675.1	KM207675	1	Epimedium koreanum	157218	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Berberidaceae; Berberidoideae; Epimedium	Epimedium koreanum
KM244735.1	KM244735	1	Neuwiedia zollingeri var. singapureana	162174	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Apostasioideae; Neuwiedia	Neuwiedia zollingeri
KM282190.1	KM282190	1	Zizania latifolia	136501	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Zizaniinae; Zizania	Zizania latifolia
KM360048.1	KM360048	1	Castanea pumila var. pumila	160603	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Castanea	Castanea pumila
KM390014.1	KM390014	1	Corallorhiza maculata var. maculata	146886	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Calypsoinae; Corallorhiza	Corallorhiza maculata
KM522848.1	KM522848	1	Diospyros sp. LHM-2015	157321	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Ebenaceae; Diospyros; unclassified Diospyros	Diospyros sp.
KM652489.1	KM652489	1	Clematis fusca var. coreana	159609	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Ranunculoideae; Anemoneae; Clematis	Clematis fusca
KM668208.1	KM668208	1	Dianthus longicalyx	149539	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Caryophyllaceae; Caryophylleae; Dianthus	Dianthus longicalyx
KM885985.1	KM885985	1	Corymbia citriodora subsp. variegata	160146	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Myrtaceae; Myrtoideae; Eucalypteae; Corymbia	Corymbia citriodora
KM974751.1	KM974751	1	Lolium arundinaceum	135266	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Poodae; Poeae; Poeae Chloroplast Group 2 (Poeae type); Loliinae; Lolium	Lolium arundinaceum
KP015034.1	KP015034	1	Corymbia torelliana	159994	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Myrtaceae; Myrtoideae; Eucalypteae; Corymbia	Corymbia torelliana
KP016927.1	KP016927	1	Ilex dumosa	157732	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex dumosa
KP036468.1	KP036468	1	Panax notoginseng	156466	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Panax	Panax notoginseng
KP036471.1	KP036471	1	Panax vietnamensis	155992	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Panax	Panax vietnamensis
KP294521.1	KP294521	1	Vassobia dichotoma	157142	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Physaleae; Vassobia	Vassobia dichotoma
KP297243.1	KP297243	1	Actinidia chinensis	156810	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Actinidiaceae; Actinidia	Actinidia chinensis
KP319242.1	KP319242	1	Chusquea sp. PFM-2015	138257	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambusodae; Bambuseae; Chusqueinae; Chusquea; unclassified Chusquea	Chusquea sp.
KP319245.1	KP319245	1	Pariana radiciflora	140126	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambusodae; Olyreae; Parianinae; Pariana	Pariana radiciflora
KP319246.1	KP319246	1	Pariana sp. PFM-2015	140162	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambusodae; Olyreae; Parianinae; Pariana; unclassified Pariana	Pariana sp.
KP684145.1	KP684145	1	Phyllostachys edulis	98908	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Arundinarodae; Arundinarieae; Arundinariinae; Phyllostachys	Phyllostachys edulis
KP718628.1	KP718628	1	Scrophularia takesimensis	152436	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Scrophulariaceae; Scrophularieae; Scrophularia	Scrophularia takesimensis
KP732472.1	KP732472	1	Prunus yedoensis	157786	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus	Prunus yedoensis
KP760073.1	KP760073	1	Prunus serrulata var. spontanea	157882	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus	Prunus serrulata
KP760074.1	KP760074	1	Prunus subhirtella var. subhirtella	157817	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus	Prunus subhirtella
KP901247.1	KP901247	1	Borassus flabellifer	160021	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Arecaceae; Coryphoideae; Borasseae; Lataniinae; Borassus	Borassus flabellifer
KR078314.1	KR078314	1	Capsicum baccatum var. baccatum	157145	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum	Capsicum baccatum
KR184827.1	KR184827	1	Cannabis sativa subsp. sativa	153848	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Cannabaceae; Cannabis	Cannabis sativa
KR230391.1	KR230391	1	Beta vulgaris subsp. vulgaris	149722	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Betoideae; Beta	Beta vulgaris
KR233156.1	KR233156	1	Brassica oleracea var. capitata	153366	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Brassiceae; Brassica	Brassica oleracea
KR336549.1	KR336549	1	Ananas comosus	159636	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Bromeliaceae; Bromelioideae; Ananas	Ananas comosus
KR478645.1	KR478645	1	Heuchera parviflora var. saurensis	154696	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Saxifragales; Saxifragaceae; Heuchera	Heuchera parviflora
KR779936.2	KR779936	2	Anoectochilus roxburghii	156252	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Orchidoideae; Cranichideae; Goodyerinae; Anoectochilus	Anoectochilus roxburghii
KT028714.1	KT028714	1	Panax quinquefolius	156359	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Panax	Panax quinquefolius
KT153019.1	KT153019	1	Eleutherococcus sessiliflorus	156730	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Eleutherococcus	Eleutherococcus sessiliflorus
KT153020.1	KT153020	1	Eleutherococcus gracilistylus	156770	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Eleutherococcus	Eleutherococcus gracilistylus
KT153021.1	KT153021	1	Ledebouriella seseloides	147880	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; apioid superclade; Selineae; Ledebouriella	Ledebouriella seseloides
KT153022.1	KT153022	1	Glehnia littoralis	147467	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; apioid superclade; Selineae; Glehnia	Glehnia littoralis
KT153023.1	KT153023	1	Aralia elata	156220	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Aralia	Aralia elata
KT159969.1	KT159969	1	Gentiana robusta	148911	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Gentianeae; Gentianinae; Gentiana	Gentiana robusta
KT220685.1	KT220685	1	Perilla frutescens var. acuta	152588	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Elsholtzieae; Perilla	Perilla frutescens
KT220692.1	KT220692	1	Perilla setoyensis	152607	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Elsholtzieae; Perilla	Perilla setoyensis
KT281145.1	KT281145	1	Alloteropsis semialata	138161	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Boivinellinae; Alloteropsis	Alloteropsis semialata
KT373815.1	KT373815	1	Merostachys sp. Greco 18	136334	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambusodae; Bambuseae; Arthrostylidiinae; Merostachys; unclassified Merostachys	Merostachys sp.
KT375308.1	KT375308	1	Solanum nigrum	154671	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum	Solanum nigrum
KT387722.1	KT387722	1	Orobanche cernua var. cumana	89851	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Orobanchaceae; Orobancheae; Orobanche	Orobanche cernua
KT388109.1	KT388109	1	Paphiopedilum armeniacum	162682	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Cypripedioideae; Paphiopedilum	Paphiopedilum armeniacum
